Type,Name/Combo,Category,Keywords,Level_1,Level_2,Level_3,Level_4,Level_5,Modern,Traditional,Psychological,ACG_Details,Status,Notes
Planet,Pluto,Core,"transformation, power, death and rebirth, regeneration, intensity, depth, obsession, shadow, elimination, evolution, sexuality, occult","Pluto represents the principle of profound transformation in astrology, symbolizing death and rebirth, power dynamics, and the deep unconscious. It governs elimination, regeneration, and evolutionary processes that operate beneath the surface.","Pluto indicates how a person experiences and expresses power and transformation, showing where they face profound change, confront shadow material, and access deep resources. It represents intensity, psychological depth, and the capacity to transform through surrendering to forces beyond ego control.","Psychologically, Pluto represents the shadow and the transformative potential of confronting repressed material. It shows how one handles power, processes trauma, and undergoes psychological death and rebirth experiences that lead to profound healing and empowerment.","In life expression, Pluto manifests in transformative crises, power struggles, depth psychology work, and regenerative processes. It represents investigation of taboos, confrontation with mortality, and how one harnesses transformative power to evolve beyond limiting patterns.","At its highest spiritual level, Pluto represents the soul's evolutionary journey through many deaths and rebirths. It symbolizes the transformative fire that burns away all that is not authentic, revealing the indestructible essence that remains when ego attachments are surrendered.","In modern astrology, Pluto represents our capacity for profound transformation and regeneration. It shows where we experience power dynamics, how we confront shadow material, and where we undergo evolutionary change through releasing what no longer serves growth.","Pluto was discovered in 1930 during the rise of depth psychology, atomic power, and totalitarianism. In traditional astrology, its qualities were partly attributed to Mars and Saturn, governing hidden forces and profound change.","Pluto represents our relationship to power and capacity for transformation. It shows where we experience intense psychological dynamics, how we handle crisis and loss, and what must die within us to allow evolution to higher states of consciousness.",,"Draft","References: Jeffrey Wolf Green, Richard Tarnas, Donna Cunningham"
Asteroid,Chiron,Core,"the wounded healer, core wound, healing journey, mentorship, holistic wisdom, maverick teacher, bridge between worlds, soul wound, compassion, empathy","Chiron is a minor planet orbiting between Saturn and Uranus, symbolizing the 'Wounded Healer.' It represents our deepest, most painful wound and our potential to transform that wound into a source of wisdom, compassion, and healing for others.","Chiron indicates the nature of our core wound—a deep-seated pain or sense of inadequacy that seems to resist healing. It shows where we feel broken, alienated, or different. However, it also represents our greatest potential for healing, wisdom, and compassion, often through helping others with similar wounds.","Psychologically, Chiron represents the part of us that is wounded and feels incurable, often stemming from early life experiences of rejection or trauma. It reveals where we must confront our deepest pain to find wholeness. The process of working with Chiron involves moving from victimhood to empowerment by embracing the wound as a source of profound insight and empathy.","In life expression, Chiron manifests as recurring painful experiences, sensitivities, or feelings of inadequacy in a particular area of life. It can also show up as a calling to be a healer, teacher, or mentor, especially for those who share similar struggles. The Chironic journey involves transforming personal pain into a gift of service to others.","At its highest spiritual level, Chiron represents the alchemical process of turning lead (pain) into gold (wisdom). It symbolizes the Bodhisattva path—the commitment to heal oneself in order to heal others. Chiron is the bridge between the material world (Saturn) and the transcendent realms (Uranus), representing the capacity to bring spiritual wisdom into practical application.","In modern astrology, Chiron is a key indicator of our core psychological wound and our potential for healing and mentorship. It is seen as a catalyst for profound personal growth, pushing us to integrate our most painful experiences and transform them into sources of strength and compassion.","Chiron was discovered in 1977 and has no traditional interpretation. Its meaning has been developed through modern psychological and archetypal astrology.","Chiron represents the psychological journey of confronting and integrating our deepest wound. It shows where we feel broken and how we can transform that pain into a source of healing for ourselves and others. The Chironic process involves developing empathy and compassion through the direct experience of suffering, ultimately leading to a more holistic and integrated sense of self.",,"Draft","References: Melanie Reinhart (Chiron and the Healing Journey), Barbara Hand Clow (Chiron: Rainbow Bridge Between the Inner & Outer Planets)"
Asteroid,Ceres,Core,"nurturing, sustenance, mother-child bond, food, agriculture, cycles of loss and return, unconditional love, self-care, attachment, grief","Ceres is the largest asteroid in the asteroid belt, named after the Roman goddess of agriculture, grain, and motherly love. It represents the principle of unconditional nurturing, the cycles of attachment and loss, and our relationship to food and the natural world.","Ceres indicates how we nurture and care for ourselves and others. It represents our relationship with food, our body, and the natural environment. Ceres symbolizes the deep, instinctual bond between parent and child, and the processes of attachment, separation, grief, and return that are part of love.","Psychologically, Ceres represents our capacity for unconditional love and our need to be nurtured. It reveals patterns related to early caregiving, attachment styles, and how we handle separation and loss. Ceres shows where we must learn to nurture ourselves and develop a healthy relationship with our body and its needs.","In life expression, Ceres manifests in our relationship to food, cooking, gardening, and environmentalism. It influences how we care for children, pets, and anyone in need of support. Ceres can also indicate experiences of profound grief, separation, and the subsequent recovery and reintegration that follows loss.","At its highest spiritual level, Ceres represents the Earth Mother archetype and the sacredness of the life-death-rebirth cycle. It symbolizes the unconditional love of the divine feminine, the wisdom of natural cycles, and the spiritual nourishment that comes from connecting with the Earth and its rhythms.","In modern astrology, Ceres is a key indicator of our nurturing style, our relationship to food and body, and how we process grief and loss. It is seen as a significant factor in understanding attachment patterns and the mother-child dynamic.","Ceres was discovered in 1801 and has no traditional interpretation. Its meaning has been developed through modern psychological and archetypal astrology, particularly with the renewed interest in the feminine archetypes.","Ceres represents the psychological journey of nurturing and being nurtured. It shows where we have deep-seated needs for care and where we must learn to provide that for ourselves. It reveals our patterns around attachment, separation, and grief, and the process of finding sustenance and self-worth in the face of loss.",,"Draft","References: Demetra George (Asteroid Goddesses), Liz Greene"
Asteroid,Pallas,Core,"strategic intelligence, creative wisdom, pattern recognition, father-daughter relationship, androgyny, political activism, artistic skill, healing arts, justice, courage","Pallas Athene is the second largest asteroid, named after the Greek goddess of wisdom, courage, and strategic warfare. It represents the principle of creative intelligence, pattern recognition, and the strategic application of wisdom.","Pallas indicates how we perceive and utilize patterns, both intellectually and creatively. It represents our capacity for strategic thinking, problem-solving, and the application of holistic wisdom. Pallas symbolizes the creative intelligence that links seemingly disparate ideas into a coherent whole.","Psychologically, Pallas represents the archetype of the 'father's daughter,' symbolizing a woman's creative and intellectual relationship with her father or with patriarchal structures. It represents androgynous wisdom that transcends traditional gender roles. Pallas shows where we use our intelligence to navigate complex social and political landscapes.","In life expression, Pallas manifests in our ability to strategize, plan, and execute complex projects. It is prominent in the charts of artists, designers, political activists, and healers who use pattern recognition and creative problem-solving in their work. It can also indicate a close, mentoring relationship with the father.","At its highest spiritual level, Pallas represents divine wisdom and the creative intelligence of the cosmos. It symbolizes the capacity to perceive the underlying patterns of reality and to use that wisdom for healing, justice, and the creation of a more harmonious world.","In modern astrology, Pallas is a key indicator of our strategic intelligence, our creative problem-solving abilities, and our relationship to patriarchal structures. It is seen as a significant factor in understanding how we use our intellect for creative and political ends.","Pallas was discovered in 1802 and has no traditional interpretation. Its meaning has been developed through modern psychological and archetypal astrology.","Pallas represents the psychological journey of developing creative intelligence and strategic wisdom. It shows where we learn to recognize patterns, solve complex problems, and navigate the world with intellectual courage. It reveals our capacity to integrate intellect and intuition, and to express our wisdom in creative and strategic ways.",,"Draft","References: Demetra George (Asteroid Goddesses), Liz Greene"
Asteroid,Juno,Core,"committed partnership, marriage, relationship dynamics, jealousy, power struggles, equality in relationships, soulmate contracts, loyalty, betrayal, meaningful partnership","Juno is the third asteroid discovered, named after the Roman queen of the gods and goddess of marriage. It represents the principle of committed partnership, the dynamics of relationship, and the quest for a meaningful, equal union.","Juno indicates our needs and expectations in committed relationships, particularly marriage. It represents the qualities we seek in a long-term partner and the dynamics we are likely to encounter in our primary relationships. Juno symbolizes the soulmate contract, the deep bond that drives us to seek union with another.","Psychologically, Juno represents our capacity for deep commitment and our vulnerability to jealousy, betrayal, and power struggles within relationships. It reveals patterns related to intimacy, loyalty, and the quest for equality in partnership. Juno shows where we must confront our deepest fears and desires around merging with another.","In life expression, Juno manifests in our significant partnerships, marriage, and long-term commitments. It influences the types of partners we attract and the lessons we learn through relationship. Juno can indicate both the profound fulfillment of a soulmate connection and the painful dynamics of jealousy, control, and betrayal.","At its highest spiritual level, Juno represents the alchemical marriage of souls, the sacred union that leads to mutual growth and transformation. It symbolizes the spiritual path of relationship, where two individuals commit to supporting each other's evolution and creating a partnership that serves a higher purpose.","In modern astrology, Juno is a key indicator of our relationship needs, our approach to commitment, and the dynamics we experience in partnership. It is seen as a significant factor in understanding marriage, soulmate connections, and the challenges of maintaining equality in relationship.","Juno was discovered in 1804 and has no traditional interpretation. Its meaning has been developed through modern psychological and archetypal astrology.","Juno represents the psychological journey of partnership and commitment. It shows where we seek deep union with another and where we must confront our shadow dynamics of jealousy and control. It reveals our capacity to form meaningful, equal relationships through conscious work and mutual respect.",,"Draft","References: Demetra George (Asteroid Goddesses), Liz Greene"
Asteroid,Vesta,Core,"sacred focus, devotion, dedication, personal integration, spiritual practice, work as service, purity of intent, sexuality as sacred, inner flame, self-sufficiency","Vesta is the fourth asteroid discovered, named after the Roman goddess of the hearth, home, and sacred flame. It represents the principle of sacred focus, devotion, and the dedication of one's energy to a higher purpose.","Vesta indicates where and how we focus our energy with devotion and dedication. It represents our capacity to commit to a practice, a cause, or a path with purity of intent. Vesta symbolizes the inner flame of our spiritual essence that must be tended and kept alive.","Psychologically, Vesta represents our need for personal integration and self-sufficiency. It reveals where we must withdraw from the outer world to connect with our inner core. Vesta also governs our relationship to sexuality, particularly the choice to integrate sexual energy for spiritual purposes or to dedicate it to a sacred partnership.","In life expression, Vesta manifests in our work, our spiritual practices, and any area of life where we apply focused dedication. It is prominent in the charts of those who see their work as a sacred calling or who commit to a disciplined spiritual path. Vesta can also indicate periods of retreat, celibacy, or a focus on personal integration.","At its highest spiritual level, Vesta represents the sacred flame of divine consciousness within each individual. It symbolizes the path of the spiritual devotee who dedicates their life to tending this inner flame and serving a higher purpose. Vesta represents the purification of intent and the alignment of personal will with divine will.","In modern astrology, Vesta is a key indicator of our capacity for focused dedication, our spiritual practices, and our relationship to our work and sexuality. It is seen as a significant factor in understanding how we find meaning through devotion and service.","Vesta was discovered in 1807 and has no traditional interpretation. Its meaning has been developed through modern psychological and archetypal astrology.","Vesta represents the psychological journey of personal integration and focused devotion. It shows where we must learn to tend our inner flame, focus our energy, and find meaning through dedication to a higher purpose. It reveals our capacity to find wholeness through self-sufficiency and sacred work.",,"Draft","References: Demetra George (Asteroid Goddesses), Liz Greene"
Asteroid,Pholus,Core,"turning point, catalyst, small cause big effect, generational healing, release of energy, chain reaction, inherited patterns, sudden awakening, consequences of actions, opening the lid","Pholus is a Centaur object orbiting between Saturn and Neptune, named after the mythological centaur who accidentally uncorked a bottle of wine given by Dionysus, leading to a chaotic battle. It represents the principle of 'small cause, big effect,' where a seemingly minor action triggers a rapid and irreversible chain of events.","Pholus indicates where a seemingly small action can act as a catalyst, releasing pent-up energy and leading to a major turning point. It represents the sudden unfolding of consequences, often related to inherited generational patterns. Pholus symbolizes the 'lid coming off' a situation, revealing what has been fermenting beneath the surface.","Psychologically, Pholus represents the sudden eruption of unconscious material into conscious awareness, often triggered by a seemingly insignificant event. It reveals where we carry inherited family or ancestral patterns that can be suddenly activated. Working with Pholus involves navigating the rapid release of energy and understanding the deeper causes behind the chain reaction.","In life expression, Pholus manifests as sudden, life-altering events that are triggered by a minor action. It can indicate moments where 'the genie is out of the bottle' and there's no going back. These experiences often force a confrontation with inherited issues and lead to a rapid process of transformation.","At its highest spiritual level, Pholus represents the principle of catalytic transformation and the rapid release of karmic patterns. It symbolizes the moment of awakening where a small shift in consciousness triggers a profound and irreversible spiritual opening. Pholus teaches the importance of mindfulness, as even small actions can have vast consequences.","In modern astrology, Pholus is a key indicator of catalytic turning points and the release of generational patterns. It is seen as a significant factor in understanding sudden, transformative events and the chain reactions that follow.","Pholus was discovered in 1992 and has no traditional interpretation. Its meaning has been developed through modern astrological research, particularly within the study of Centaurs.","Pholus represents the psychological journey of catalytic change and the sudden release of inherited patterns. It shows where a seemingly small action can trigger a profound and irreversible chain of events, forcing us to confront what has been repressed or inherited. It reveals our capacity to navigate rapid transformation and find wisdom in the consequences of our actions.",,"Draft","References: Melanie Reinhart (Chiron and the Healing Journey), Robert von Heeren"
Node,North Node,Core,"future direction, growth path, soul purpose, destiny, evolutionary intention, unfamiliar territory, challenge, development, conscious intention, potential, aspiration, life mission","The North Node represents the intersection point where the Moon's orbit crosses the ecliptic plane in a northward direction. In astrology, it symbolizes future growth, unfamiliar qualities to develop, and the evolutionary direction of the soul in this lifetime.","The North Node indicates the qualities, experiences, and abilities we need to develop in this lifetime for our greatest growth and fulfillment. It represents unfamiliar territory that may feel uncomfortable yet necessary for our evolution. The North Node shows where we need to stretch beyond familiar patterns to fulfill our potential and life purpose.","Psychologically, the North Node represents qualities we need to consciously develop rather than unconsciously express. It shows where we face challenges that require stepping beyond our comfort zone, integrating new abilities, and overcoming fears associated with unfamiliar territory. The North Node reveals psychological patterns we need to build rather than those that come naturally.","In life expression, the North Node manifests as experiences, relationships, and circumstances that push us toward our growth edge. It represents talents and abilities that require conscious effort to develop, areas of life where we face meaningful challenges, and the direction that ultimately brings the greatest sense of purpose and fulfillment.","At its highest spiritual level, the North Node represents the soul's intended evolutionary direction in this incarnation. It symbolizes the qualities and experiences the higher self has chosen to develop for its growth, the divine blueprint for fulfilling one's spiritual purpose, and the path toward greater consciousness and spiritual maturity.","In modern evolutionary astrology, the North Node represents our future growth direction and life purpose. It shows where we need to develop new skills and approaches, integrate unfamiliar energies, and step beyond past patterns to fulfill our potential. The sign and house of the North Node indicate specific qualities and life areas for development.","In traditional astrology, the North Node (Caput Draconis or Dragon's Head) was considered a benefic point associated with increase, gain, and new developments. It was seen as a point of spiritual and material opportunity, though one requiring effort to manifest its positive potential.","The North Node represents the psychological journey toward wholeness through integrating unfamiliar or undeveloped aspects of the self. It shows where we need to grow beyond established patterns, face fears of inadequacy in new territory, and develop aspects of self that may have been neglected in previous development. It indicates the direction of psychological integration that leads to greater wholeness.",,"Draft","References: Steven Forrest, Jan Spiller (Astrology for the Soul), Jeffrey Wolf Green"
Node,South Node,Core,"past patterns, comfort zone, inherent talents, karmic history, familiar territory, unconscious habits, released potential, past lives, ingrained skills, attachment, overreliance, accumulated experience","The South Node represents the intersection point where the Moon's orbit crosses the ecliptic plane in a southward direction. In astrology, it symbolizes past patterns, inherent talents from previous development, and qualities that come naturally but may need to be refined or balanced.","The South Node indicates the qualities, experiences, and abilities we bring into this lifetime from past development (whether viewed as past lives or early conditioning). It represents our comfort zone, what comes easily to us, and patterns we naturally fall back on. The South Node shows where we have accumulated experience but may need to release attachment to familiar patterns.","Psychologically, the South Node represents qualities we express unconsciously and automatically. It shows where we have developed skills and patterns that feel comfortable but may limit growth if overused. The South Node reveals psychological patterns that may have served us in the past but require conscious refinement to support our current development.","In life expression, the South Node manifests as natural talents, habitual responses, and areas of life where we easily fall into established patterns. It represents abilities that require little effort, relationships and circumstances that feel familiar, and tendencies we must become conscious of to avoid limiting our growth.","At its highest spiritual level, the South Node represents the soul's accumulated wisdom from previous experiences. It symbolizes the qualities and abilities the soul has mastered in prior development, the foundation upon which new growth can occur, and the gifts that can be consciously refined and redirected to support spiritual evolution.","In modern evolutionary astrology, the South Node represents our past patterns and karmic inheritance. It shows where we have established skills but may fall into unconscious habits, where we need to release attachment to outdated patterns, and what talents can be consciously redirected to support our evolutionary journey.","In traditional astrology, the South Node (Cauda Draconis or Dragon's Tail) was considered a malefic point associated with decrease, loss, and past circumstances. It was seen as a point of karmic obligation and release, though it also represented inherent talents and accumulated wisdom.","The South Node represents the psychological patterns established through previous development. It shows where we have psychological comfort but may limit ourselves through unconscious habits, where we need to become conscious of automatic responses, and what established aspects of self need to be integrated in new ways. It indicates familiar patterns that must be refined rather than rejected.",,"Draft","References: Steven Forrest, Jan Spiller (Astrology for the Soul), Jeffrey Wolf Green"
Point,Mean Lilith,Core,"wild feminine, raw instinct, primal nature, repressed shadow, untamed sexuality, exile, rebellion, authenticity, non-conformity, creative power, primal rage, inner darkness","Mean Black Moon Lilith is the lunar apogee, the point in the Moon's orbit farthest from the Earth. It represents the primal, untamed, and often repressed aspects of the feminine psyche, symbolizing raw instinct, authenticity, and the shadow self that resists domestication and societal norms.","Mean Lilith represents the part of our psyche that is wild, untamed, and unwilling to compromise its essential nature. It symbolizes raw, instinctual power, the shadow self, and the aspects of our being that have been rejected, exiled, or repressed due to societal, cultural, or familial conditioning. It is a point of fierce authenticity and primal creative force.","Psychologically, Lilith represents the confrontation with our deepest, most repressed instincts and desires. It reveals where we may feel exiled or rejected, and where we harbor a primal rage against conformity. Working with Lilith involves integrating the shadow, reclaiming personal power, and embracing a radical authenticity that transcends societal expectations.","In life expression, Lilith manifests as experiences that challenge our sense of belonging and force us to confront our raw, instinctual nature. It can indicate areas of life where we feel like an outsider, where we experience intense power dynamics, or where we must reclaim our untamed sexuality and creative power from the shadows of repression.","At its highest spiritual level, Lilith represents the sacred wildness within, the untamed aspect of the divine feminine that is a source of profound creative and destructive power. It is the gateway to a radical, embodied authenticity and the spiritual courage to embrace all aspects of the self, including the darkness, as part of a greater whole.","In modern astrology, Mean Lilith is a key point for understanding the shadow, repressed feminine power, and the journey toward radical self-acceptance. It is seen as a source of profound creative energy and authenticity that can be unlocked by confronting and integrating what has been exiled or shamed.","Traditional astrology did not use Black Moon Lilith. Its interpretation is a modern development, emerging from a deeper psychological and archetypal understanding of the cosmos.","Lilith represents the psychological process of confronting the exiled self. It points to where we have repressed our primal instincts, sexuality, and rage in order to conform. The integration of Lilith involves reclaiming these powerful, untamed parts of the psyche, leading to a more whole and authentic sense of self, but often after a period of crisis or rebellion.",,"Draft","References: Demetra George (Mysteries of the Dark Moon), Ivy Goldstein-Jacobson, Mark Jones"
